session_id,user_id,post_id,creator_id,referrer_platform,utm_source,utm_medium,utm_campaign,utm_content,landing_page,session_start_ts,device,country,city,ip_anonymized,pageviews,bounce,time_on_site_sec,clicked_signup,gclid
SV74QL2AU,UFK4VZGK5,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/,2025-07-25T19:08:46.410176+00:00Z,iOS,GB,Dublin,192.0.2.213,2,False,89,True,
SQ2VOVT6J,UEEAFROJB,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-25 17:23:20,Desktop,IE,Dublin,192.0.2.232,1,False,50,True,
SB872ISDD,UWXSV4DDO,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-25 16:49:15,iOS,GB,London,192.0.2.240,1,False,12,False,
SZ82CTB13,U6B5X5MSA,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/pricing,2025-07-25T17:13:43.053488+00:00Z,Android,GB,London,192.0.2.10,2,False,127,True,
SNFFI93D7,U3XTBEUSS,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,27/07/2025 00:55,Android,GB,Leeds,192.0.2.148,1,True,1,True,
SV2Z9DHU8,U0TG3Z5BP,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,1753472439988,iOS,GB,Manchester,192.0.2.80,2,False,3,False,
SLF2VHE51,UOV5ZR5KG,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,27/07/2025 06:48,Android,GB,Dublin,192.0.2.254,1,False,13,False,
SC1C714EB,UT3ZOZKNC,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26T16:25:09.283255+00:00Z,Android,United Kingdom,Glasgow,192.0.2.110,1,False,65,False,
SURP891Z0,UVE7ZLVVA,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-27 03:05:51,iOS,GB,Dublin,192.0.2.3,1,False,30,False,
S6LJTQSZR,UW0M7ZDXS,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/pricing,2025-07-26 02:53:12,iOS,GB,Dublin,192.0.2.199,1,False,31,False,GIF5SIGRX84
SK7WO5AOO,UHO2ZDCGB,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26 07:13:11,Android,GB,Leeds,192.0.2.134,2,False,38,False,GQSUXGOYLXR
SH2T8O6XS,UQ3Z0YN42,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,1753491560058,Desktop,GB,Leeds,192.0.2.204,3,False,64,False,
SVB660G4T,ULTS3VS6A,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,2025-07-25T14:01:39.016431+00:00Z,Desktop,IE,Madrid,192.0.2.30,2,False,28,False,G8NGUTKI3XM
SX85ATOJ8,UE89VL547,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26 09:34:44,iOS,GB,Dublin,192.0.2.177,2,False,113,True,
SARZKJ3GR,U1LQK9S4P,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-27 02:13:33,iOS,United Kingdom,Dublin,192.0.2.2,1,False,71,True,
SGMXJ9R0N,U3IJ3CQJR,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-25 18:56:23,iOS,GB,Leeds,192.0.2.10,1,False,77,False,
SX8RGK7NQ,U4KTX50M2,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26T11:38:09.441387+00:00Z,Android,GB,Glasgow,192.0.2.110,2,False,102,False,
SUNUGBXHI,UTNPCOTY8,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,2025-07-26 02:49:29,iOS,GB,Dublin,192.0.2.77,1,True,3,False,
S6T2HQ54O,U1SIWGH3H,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/,25/07/2025 17:33,Desktop,GB,Madrid,192.0.2.141,1,False,21,False,GBL2Y4SJ0N1
SO66SBGGQ,UFFLL7GVQ,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-25 20:09:06,iOS,GB,Glasgow,192.0.2.127,2,False,16,False,
SX2YRLLVM,UZ34A3JIC,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,25/07/2025 23:23,Desktop,GB,Madrid,192.0.2.10,1,True,0,False,
SR0MPGBWS,UF71NAH4V,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/blog/creator-stories,26/07/2025 05:15,Desktop,IE,Birmingham,192.0.2.73,5,False,22,False,
S612S5ZTQ,UMDNXSXR5,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,1753553092733,iOS,GB,Leeds,192.0.2.92,1,False,44,False,G3S1USOZNI7
SIHJN6SXK,U49W0I36Y,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26 10:48:34,Android,GB,Birmingham,192.0.2.237,1,False,22,False,
S75KX540G,UVKS6D095,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/pricing,2025-07-27T05:53:11.848042+00:00Z,iOS,GB,Glasgow,192.0.2.201,1,False,61,True,
S01PQI973,U49AK5K9T,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,27/07/2025 05:19,iOS,GB,London,192.0.2.155,3,False,129,True,
SHK39NFFQ,UYU86AACK,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,25/07/2025 20:06,iOS,IE,Glasgow,192.0.2.11,2,False,40,True,
SPRCZ3HRM,ULP0QO712,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,1753596291719,iOS,GB,Glasgow,192.0.2.223,1,False,84,False,
SQDF8G035,UH6JQNWH7,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26 20:43:40,Android,GB,Leeds,192.0.2.125,1,False,39,False,
SXNODDZTY,UNTYRHZ6O,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-25 16:50:55,Desktop,GB,Manchester,192.0.2.70,1,False,93,True,
SX8XT15RZ,U7LNLWSQC,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/blog/creator-stories,2025-07-26 23:39:31,Android,GB,Birmingham,192.0.2.120,1,False,34,False,G91N68TAF6R
SAX1WUZZ6,URAT6NULB,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/blog/creator-stories,2025-07-25T14:04:26.469285+00:00Z,Desktop,GB,Madrid,192.0.2.206,1,True,2,False,
SH1IGK4VU,UR5W8LGVS,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,2025-07-25 16:49:00,iOS,GB,Manchester,192.0.2.82,2,False,47,False,
SBNQ9GQAG,UZZK6FPK3,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,1753518480532,iOS,GB,London,192.0.2.233,2,False,36,False,
SSJJK577T,UYJX8P0GX,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/blog/creator-stories,2025-07-25 23:13:03,iOS,GB,Leeds,192.0.2.219,1,False,30,False,
S1X42F03B,UT4RITYUN,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-25 16:49:00,iOS,GB,London,192.0.2.190,5,True,20,False,
SXX669NHR,UQGOLBR6U,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26T16:14:43.002125+00:00Z,Android,GB,Glasgow,192.0.2.158,2,False,31,False,
SPTFS0270,UYMHXVF59,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-25T11:31:08.997418+00:00Z,Android,GB,Dublin,192.0.2.158,2,False,14,False,
SALMIANXI,UPGMK9MEN,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,2025-07-26T00:30:39.011150+00:00Z,iOS,United Kingdom,Glasgow,192.0.2.223,1,False,36,False,
SS4V4JVXI,ULJB4KUOJ,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,2025-07-25T18:45:13.778544+00:00Z,iOS,GB,London,192.0.2.92,1,False,81,True,
SL4L4H1IY,U39R0QGJZ,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26 17:14:46,iOS,GB,Birmingham,192.0.2.214,2,False,55,True,
SN53YCU70,UW4G2NAIW,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,2025-07-25 14:47:38,iOS,GB,Leeds,192.0.2.94,1,True,4,False,
SC12TNKJH,U0E8WQ1EG,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/pricing,25/07/2025 13:40,Desktop,GB,Dublin,192.0.2.34,3,False,29,False,
SFB11EPFW,U8KS3NUNM,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/,2025-07-25T15:25:23.370206+00:00Z,Android,GB,London,192.0.2.242,1,False,16,False,
S8O5IRRZ2,U0INPBC2M,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-25T20:11:16.699275+00:00Z,Android,GB,Birmingham,192.0.2.62,3,False,83,True,GI5AILKIOA1
SMGPSFG7S,UA1251BQC,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,2025-07-26 20:06:16,iOS,GB,Dublin,192.0.2.33,5,False,21,False,
S1IH46G6I,UHX4I013X,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,2025-07-25 17:35:42,iOS,GB,Birmingham,192.0.2.26,2,False,6,False,
SQRMSNFEN,UI0QYWOTR,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/,27/07/2025 01:15,Android,GB,Manchester,192.0.2.159,1,False,60,False,
SN9S25YU3,UIAIJDV4H,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26T16:40:46.053504+00:00Z,iOS,GB,London,192.0.2.143,4,False,46,False,
SFF8LCHDK,UJMHFND41,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/pricing,2025-07-27T00:08:45.184490+00:00Z,Android,IE,Madrid,192.0.2.49,4,False,37,False,
SO7IHFR5F,UUCW8WZF6,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26T04:38:04.816726+00:00Z,Android,GB,London,192.0.2.9,1,True,9,False,
SH7UCA8D6,UFOMWYSAL,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-27 04:58:47,Android,GB,Glasgow,192.0.2.211,2,False,15,False,
S5R8OEDM5,UJYW7BL2D,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,1753508073167,Desktop,GB,Dublin,192.0.2.89,2,False,31,False,
SERYQ6BH2,UG6JB4KY3,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,1753488120811,iOS,GB,Dublin,192.0.2.137,1,False,100,True,
SL5DOOYKN,U84Q89JES,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-25T13:32:06.157007+00:00Z,Android,IE,Glasgow,192.0.2.72,1,True,11,False,GQ6E0SW4AMY
S7OQBIEF1,UVTROOQ87,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26T17:26:22.594720+00:00Z,iOS,GB,Leeds,192.0.2.209,1,False,36,False,
SQC067ETJ,UI0HBRSFR,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26T20:43:58.782255+00:00Z,iOS,United Kingdom,Manchester,192.0.2.215,4,False,52,False,
SJY5SG8U5,UH0TQ23J2,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26T07:45:39.842804+00:00Z,Desktop,ES,Glasgow,192.0.2.144,1,False,27,False,
S3S1V4WVH,UQ2ARGPP7,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,25/07/2025 15:25,iOS,GB,London,192.0.2.39,1,False,43,False,
SVU8X1US5,UOYPGLTCH,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-25 12:39:14,Android,ES,London,192.0.2.151,1,False,34,False,
S4GEO02B2,UGAB1XSCB,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/pricing,25/07/2025 17:27,iOS,GB,Birmingham,192.0.2.86,2,False,60,False,
SJW9UALB8,UVVKO6TF0,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-27 05:11:26,iOS,United Kingdom,Leeds,192.0.2.41,2,True,83,True,
SRZOCK369,UN5OW6P59,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/,2025-07-25 18:17:54,iOS,GB,London,192.0.2.219,1,False,15,False,
S7LMX7VOY,UZRB5JCS0,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,2025-07-25 19:02:05,Desktop,GB,Dublin,192.0.2.157,1,False,27,False,
SNVBF2KN7,UDCSURQ3Y,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26T03:04:44.335231+00:00Z,Android,GB,Manchester,192.0.2.196,1,True,9,False,GEBUW6VXDCG
SI4E1NFYT,UKMHZNOPW,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/,2025-07-26T10:25:32.304790+00:00Z,iOS,United Kingdom,Madrid,192.0.2.183,1,False,27,False,
SUGUNXG1Q,UUBYIB18W,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,1753580785611,iOS,GB,Leeds,192.0.2.102,4,False,49,False,
SKQLRTC4L,UYPD3CNWF,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,26/07/2025 21:12,iOS,GB,Leeds,192.0.2.159,1,False,48,False,
SOK9H7R1P,UZCIA8GQY,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26T19:42:31.519901+00:00Z,Desktop,GB,Birmingham,192.0.2.124,1,False,22,False,
S3UC4FNC3,U2JLHSQCR,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,2025-07-25 21:07:42,Android,GB,Manchester,192.0.2.113,1,True,11,False,
SGHDDM3HP,UACYX85PV,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/,2025-07-25T18:08:57.417346+00:00Z,iOS,United Kingdom,Manchester,192.0.2.27,1,False,90,False,
SZRYQSJ7M,U61V2HZZV,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26 13:57:53,Android,GB,Dublin,192.0.2.194,1,False,45,False,
SV503FUEV,U0RX6F7G8,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,2025-07-26 10:59:59,iOS,GB,Birmingham,192.0.2.141,3,False,8,False,
SFVVVVDH8,UPC9F9EPM,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/blog/creator-stories,1753513038445,Android,GB,Birmingham,192.0.2.162,1,False,29,True,GSADST6MXNU
SD20V7557,UW9BAB73C,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/pricing,2025-07-26T19:03:26.479992+00:00Z,Android,GB,Madrid,192.0.2.4,7,False,26,False,
SWH3378T3,US61R60G3,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-25 13:50:50,Android,GB,London,192.0.2.30,1,False,30,True,
S6YICCHGL,U0S3KCUQS,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/blog/creator-stories,2025-07-26 04:41:39,Android,United Kingdom,Birmingham,192.0.2.203,1,False,23,False,
SWYQAP45D,UN06EQ8U5,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/,2025-07-25 14:03:49,iOS,GB,Birmingham,192.0.2.163,4,False,1,False,
SAWW2A5H9,UERGEUU7I,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/,2025-07-25 12:59:23,Android,GB,London,192.0.2.199,3,False,55,False,
SO8QD318X,UE94VI6GY,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/pricing,1753443290165,Android,GB,Madrid,192.0.2.23,1,False,84,False,
SHFFFCKPE,UVU9WNU8R,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-27 01:47:56,Android,GB,London,192.0.2.110,1,True,8,False,
SV6Z3YRSL,UQPAX2RJU,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,27/07/2025 03:07,Android,IE,Dublin,192.0.2.4,2,False,0,False,GA388VLA9SA
S8QDWK6OO,US8BFMITI,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,26/07/2025 08:22,iOS,ES,Birmingham,192.0.2.239,1,False,42,False,
STS7FGWTE,U3MRP11HZ,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,1753506625334,Android,GB,Manchester,192.0.2.171,1,False,38,True,
S74XML5RP,USC7998A2,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-25 12:54:01,Android,GB,London,192.0.2.104,1,False,55,True,
SUP870BE4,UNBLQZCBH,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,2025-07-26 10:07:42,Android,United Kingdom,Madrid,192.0.2.179,1,False,21,False,
SM70271NG,URV9QEVRH,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-25 21:36:14,Android,GB,Manchester,192.0.2.25,1,False,35,False,
S5B3NGWU7,U9GDAR8EZ,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-27 08:56:25,Desktop,GB,Glasgow,192.0.2.4,1,True,4,False,
S251LCR5D,U8F07RIVP,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/,2025-07-25T13:01:59.604425+00:00Z,Android,United Kingdom,Dublin,192.0.2.1,1,False,64,False,
SZVC2UXRW,UY6OVPYCM,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,1753513361702,Android,GB,Leeds,192.0.2.145,3,False,50,False,GG1K7JZMZ84
S0Q2J3QA7,U823G58EA,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,1753583275963,iOS,GB,Madrid,192.0.2.159,2,False,22,False,
SKDJYV1Y0,U87D6ZHNF,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/pricing,1753534247430,iOS,GB,Glasgow,192.0.2.42,1,False,39,False,
SR2LBD7KK,U4AXUJWYH,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/,2025-07-27 06:24:50,iOS,GB,Glasgow,192.0.2.208,1,True,11,False,GQ57G28SZSL
S83FK2JWS,U5GSZ8JLK,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/pricing,2025-07-26T17:03:42.262624+00:00Z,iOS,GB,London,192.0.2.134,1,False,73,True,
SR61OGQXH,U90HWKPNR,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/pricing,2025-07-25 21:35:38,Desktop,GB,London,192.0.2.13,1,False,70,False,
SHDJXWC56,UF2SNOJSN,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/pricing,26/07/2025 20:58,iOS,GB,London,192.0.2.163,3,False,38,False,
SJHME4APN,UZCIA8GQY,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26 05:42:00,iOS,GB,Manchester,192.0.2.37,1,False,28,False,
SD7QSK62I,UIRBXGOCR,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,1753526666138,iOS,GB,London,192.0.2.173,1,False,41,True,
SD43M1U8W,UKNV2W84Z,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/blog/creator-stories,2025-07-25 20:10:54,iOS,GB,Dublin,192.0.2.165,4,False,43,False,
S827R853C,U0OQG09ZV,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/,26/07/2025 09:47,iOS,GB,Manchester,192.0.2.156,3,False,4,False,
S8AQWMZ9I,UMO6QSYMZ,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/,1753594628025,iOS,United Kingdom,Birmingham,192.0.2.85,1,False,142,True,
SLXJIDI1I,UG0IADRMQ,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,1753453079188,Android,GB,Manchester,192.0.2.252,1,False,71,True,
S6CAVTER6,U295E29HZ,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/blog/creator-stories,2025-07-27T07:11:41.513431+00:00Z,Android,GB,Birmingham,192.0.2.184,2,False,7,False,
ST3IK0DGK,URI9SMPC4,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,1753575273925,Android,GB,Madrid,192.0.2.12,1,True,11,False,
SPWBGYFYI,UXDB6TPGV,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/,2025-07-27 08:32:35,iOS,GB,Dublin,192.0.2.60,3,False,66,False,
STKFE72AU,UW6LRFC5H,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,26/07/2025 16:02,iOS,GB,Glasgow,192.0.2.195,4,False,24,False,
SIR5JJ41X,U5W04T1FL,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,25/07/2025 20:57,iOS,GB,Dublin,192.0.2.3,1,False,69,True,
S6VANCL94,UTFXCNBE9,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,25/07/2025 09:59,Desktop,GB,Leeds,192.0.2.225,3,False,36,False,
SAUNF7P7Z,U2BTM8AHH,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,26/07/2025 18:31,iOS,GB,Leeds,192.0.2.4,2,False,9,False,
S48148NHR,U5KNDUH4K,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/blog/creator-stories,2025-07-26 14:42:11,iOS,GB,Madrid,192.0.2.178,1,False,55,False,G4XGBZU67C8
S7K05TNBT,UUH82VULE,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26T06:22:23.809560+00:00Z,Android,GB,Leeds,192.0.2.15,4,False,30,False,
SD7L1J9QB,U3E8HFLE4,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26T18:43:03.034056+00:00Z,Android,IE,Madrid,192.0.2.182,4,False,32,False,
SLLDJZ4GJ,UTFD6R0JX,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-25 23:10:32,iOS,United Kingdom,Manchester,192.0.2.219,2,False,48,True,
SF37EL0F4,UUGB23YDG,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26 22:05:38,Android,GB,Madrid,192.0.2.99,1,False,22,False,
SWUOM25XW,UAIV1T490,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,26/07/2025 21:03,iOS,GB,Leeds,192.0.2.82,4,False,40,False,
SU5JBQT3N,UHQEL6QMU,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26T13:32:54.946604+00:00Z,Desktop,GB,Manchester,192.0.2.205,1,False,30,False,
SVURGMOMQ,U9M34FKQ0,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-27T05:28:37.918589+00:00Z,Android,GB,Manchester,192.0.2.238,1,False,56,False,
SBTNP8H70,UEHOJ32WT,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26 03:43:37,Android,ES,Leeds,192.0.2.158,2,False,82,True,
SSTWC6QBU,UPJM1AKQ7,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-25T18:46:32.009980+00:00Z,iOS,GB,Manchester,192.0.2.228,1,False,12,False,
S6A83KST6,UYECN7SJ4,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-26T15:47:04.433915+00:00Z,Android,ES,Dublin,192.0.2.23,5,False,51,True,
ST029DU4R,UOFOUI854,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,2025-07-25 12:27:17,Android,United Kingdom,Birmingham,192.0.2.37,1,False,114,True,
SNZUMJWVR,UNWQG2ASC,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/blog/creator-stories,2025-07-25 10:43:33,iOS,GB,London,192.0.2.12,2,False,45,False,
SI3IK75DZ,UE2X3QFM0,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/,2025-07-26T20:42:09.577623+00:00Z,iOS,GB,Leeds,192.0.2.200,1,False,17,False,
SUI1ICSE4,UF71NAH4V,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/features/tap-to-pay,25/07/2025 23:08,Android,GB,Madrid,192.0.2.170,2,False,95,False,
SCOYX4BLS,U32U0JZKT,PDUW0YAAZ,C003,tiktok,tiktok,ugc,growth,PDUW0YAAZ,/signup,2025-07-25 12:17:36,Android,GB,Birmingham,192.0.2.58,3,False,51,False,
